"recipient_id","iteration","question_id","question","answer_type","definition_1","definition_2","definition_3","definition_4","definition_5","pre_answer","post_answer"
11,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,2
86,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",4,3
74,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",5,4
64,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",1,1
71,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3
75,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,3
60,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,1
41,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,1
40,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,4
14,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,2
15,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,2
53,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,3
89,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,1
20,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3
24,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,2
44,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3
106,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3
25,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,2
43,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,2
67,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,1
45,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3
82,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",5,3
48,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3
21,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3
54,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,2
87,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3
36,"All","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",4,3
36,"All","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",4,3
36,"All","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",4,5
55,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,4
